"community","fun"
"Ku,Mp,Sp,Td",0.686760040499965
"Ku,Mp,Sp,Wa",0.543324845730333
"Ku,Mp,Sp,Zb",0.635122969023715
"Ku,Mp,Td,Wa",0.490561196601895
"Ku,Mp,Td,Zb",0.595016898667339
"Ku,Mp,Wa,Zb",0.380712707943518
"Ku,Pk,Sc5,Sc8",0.840208746432464
"Ku,Pk,Sc5,Sp",0.788732248782765
"Ku,Pk,Sc5,Td",0.756259922873232
"Ku,Pk,Sc5,Wa",0.691816416124399
"Ku,Pk,Sc5,Zb",0.746667258243426
"Ku,Pk,Sc8,Sp",0.807237600506061
"Ku,Pk,Sc8,Td",0.777032082787734
"Ku,Pk,Sc8,Wa",0.725440439576168
"Ku,Pk,Sc8,Zb",0.771315530444637
"Ku,Pk,Sp,Td",0.685309564139797
"Ku,Pk,Sp,Wa",0.555835901049371
"Ku,Pk,Sp,Zb",0.642009509070781
"Ku,Pk,Td,Wa",0.471173414869527
"Ku,Pk,Td,Zb",0.576912854462535
"Ku,Pk,Wa,Zb",0.379138153946538
"Ku,Sc5,Sc8,Sp",0.879857939242509
"Ku,Sc5,Sc8,Td",0.86750370197081
"Ku,Sc5,Sc8,Wa",0.869751216282294
"Ku,Sc5,Sc8,Zb",0.88483470812458
"Ku,Sc5,Sp,Td",0.837794799033557
"Ku,Sc5,Sp,Wa",0.822049913519972
"Ku,Sc5,Sp,Zb",0.847099264243723
"Ku,Sc5,Td,Wa",0.8062105289361
"Ku,Sc5,Td,Zb",0.833876892033106
"Ku,Sc5,Wa,Zb",0.822336288596332
"Ku,Sc8,Sp,Td",0.844894361406795
"Ku,Sc8,Sp,Wa",0.835478901643237
"Ku,Sc8,Sp,Zb",0.856134497522338
"Ku,Sc8,Td,Wa",0.81961834479114
"Ku,Sc8,Td,Zb",0.84219353204939
"Ku,Sc8,Wa,Zb",0.837404418301708
"Ku,Sp,Td,Wa",0.699925679013836
"Ku,Sp,Td,Zb",0.744216248290831
"Ku,Sp,Wa,Zb",0.706355804960636
"Lt,Mp,Pk,Sc5",0.800274218736029
"Lt,Mp,Pk,Sc8",0.810613810096371
"Lt,Mp,Pk,Sp",0.771595081574289
"Lt,Mp,Pk,Td",0.728206339025589
"Lt,Mp,Pk,Wa",0.668736506281039
"Lt,Mp,Pk,Zb",0.721010852626523
"Lt,Mp,Sc5,Sc8",0.885004859358273
"Lt,Mp,Sc5,Sp",0.866219611887214
"Lt,Mp,Sc5,Td",0.846828408539245
"Lt,Mp,Sc5,Wa",0.839300392141174
"Lt,Mp,Sc5,Zb",0.859869230347324
